Identifier,Competency questions/ Natural language sentence (fact),Answer,LSP associated,Ontology
req540,The profile production and consumption can be calculated over a time span,,LSP-OP-EN,https://w3id.org/saref#
req541,The profile production and consumption can be associated to some costs,,LSP-OP-EN,https://w3id.org/saref#
req542,The power is characterized by a certain value that is measured in a certain unit of measure,,LSP-OP-EN,https://w3id.org/saref#
req543,The energy is characterized by a certain value that is measured in a certain unit of measure,,LSP-OP-EN,https://w3id.org/saref#
req544,"The price is also characterized by a value using currency, which is a type of unit of measure",,LSP-OP-EN,https://w3id.org/saref#
req545,The time can be specified in terms of instants or intervals,,LSP-U-EN,https://w3id.org/saref#
req546,What is the set of characterizing operations for a datatype X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req547,What is the set of datatype qualities for a datatype X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req548,What is the value space for a datatype X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req549,What is the set of datatypes that have a datatype quality X?,,LSP-OP-DP-PW-EN,http://www.ontodm.com/OntoDT#
req550,What is the set of datatypes that have a characterizing operation X?,,LSP-OP-DP-PW-EN,http://www.ontodm.com/OntoDT#
req551,What is the set of datatypes that have a datatype quality X and characterizing operation Y?,,LSP-OP-DP-PW-EN,http://www.ontodm.com/OntoDT#
req552,What are the aggregated datatypes that have an aggregate generator property X?,,LSP-OP-DP-PW-EN,http://www.ontodm.com/OntoDT#
req553,What is the set of aggregate properties for an aggregate datatype X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req554,What are the field components for a tuple datatype X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req555,What is the base datatype for a set/bag/sequence datatype X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req556,What is the base datatype for an extended datatype X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req557,What is the subtype generator for an extended datatype X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req558,What is the set of extended datatypes that have datatype X as their base datatype?,,LSP-OP-DP-PW-EN,http://www.ontodm.com/OntoDT#
req559,What is the set of extended datatypes that are generated by a subtype generator X?,,LSP-OP-DP-EN,http://www.ontodm.com/OntoDT#
req560,A thing is an entity that can be identified in the oneM2M System.,,LSP-DC-SC-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req561,A thing may have properties,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req562,A thing can have relations to other things,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req563,An aspect could be a (physical or non-physical) entity or it could be a quality,,LSP-U-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req564,An aspect can have metadata,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req565,"Metadata contain data (like units, precision-ranges …) about a variable or about an aspect",,LSP-U-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req566,A device is a thing that is able to interact electronically with its environment via a network,,LSP-CD-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req567,A device may be a physical or non-physical entity,,LSP-U-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req568,A device performs one or more functionalities in order to accomplish a particular task,,LSP-Min-and-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req569,A device has one or more services that expose in the network its functionalities,,LSP-Min-and-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req570,A device can be composed of several (sub-)devices,,LSP-PW-CONS-COM-CE-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req571,"An interworked device is a device that does not support oneM2M interfaces and can only be accessed from the oneM2M System by communicating with a ""proxied"" (virtual) device that has been created by an interworking proxy entity",,LSP-CD-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req572,An interworked device is part of an area network,,LSP-PW-CONS-COM-CE-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req573,An area network is a network that provides data transport services between an interworked device and the oneM2M System,,LSP-DC-SC-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req574,An area network follows an standard that defines its physical properties,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req575,An area network follows a communication protocol,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req576,An area network follows a profile,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req577,A service is an electronic representation of a functionality in a network,,LSP-DC-SC-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req578,A service can expose one or more functionalities,,LSP-OP-Min-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req579,A service can be composed of independent (sub-)services,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req580,A service has an operation,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req581,A service has an input data point,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req582,A service has an output data point,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req583,A functionality represents the functionality necessary to accomplish the task for which a device is designed,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req584,A functionality refers to (e.g. observes or influences) some real-world aspect(s),,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req585,A functionality has commands that allow human users to influence/observe such functionality,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req586,"A controlling functionality represents a functionality that has impacts on the real world, but does not gather data",,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req587,"A measuring functionality represents a functionality that has no impacts on the real world, but only gathers data",,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req588,An operation is the means of a service to communicate in a procedure-type manner over the network (i.e. transmit data to/from other devices),,LSP-SC-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req589,An operation is the -machine interpretable- exposure of a -human understandable- command to a network,,LSP-SC-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req590,An operation may receive input data from input data points (persistent entities),,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req591,An operation may receive data from operation inputs (transient entities that are deleted when the operation finishes),,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req592,An operation may produce output data into output data points (persistent entities),,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req593,An operation may produce data into operation outputs (transient entities that are deleted when the operation finishes),,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req594,An operation has an operation state that allows a oneM2M entity to get informed on the progress of that operation,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req595,An operation has a method,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req596,An operation has a target URI,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req597,A command represents an action that can be performed to support a functionality,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req598,A command has as input one or more operation inputs,,LSP-OP-Min-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req599,A command has as output one or more operation outputs,,LSP-OP-Min-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req600,An operation input describes an input of an operation and also describes the input of a command,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req601,An operation output describes an output of an operation and also describes the output of a command,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req602,An operation state describes the current state of an operation,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req603,An operation state is a simple type variable,,LSP-CD-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req604,An operation state has exactly one data restriction pattern,,LSP-OP-Exact-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req605,An input data point is a variable of a service that is accessed by a RESTful device in its environment and that the device reads out autonomously (e.g. at periodic times),,LSP-DC-SC-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req606,An output data point is a variable of a service that is set by a RESTful device in its environment and that the device updates autonomously (e.g. at periodic times),,LSP-DC-SC-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req607,"A variable describes an entity that stores some data (e.g. integers, text, etc., or structured data) that can change over time",,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req608,A variable describes a real-world aspect,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req609,A variable can have metadata,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req610,A variable can be structured using other variables,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req611,A variable may have a value (useful for values that are relatively static),,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req612,A variable has a CRUD method through which the instantiation of the variable value can be manipulated,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req613,A variable has a URI of a resource through which the instantiation of the value of the variable can be manipulated,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req614,"A simple type variable is a variable that only consists of variables of simple XML types like xsd:integer, xsd:string, etc., potentially including restrictions",,LSP-DC-SC-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req615,A simple type variable contains the name of the attribute of the resource that is referenced with the target URI and that stores the value of the simple type variable,,LSP-OP-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req616,A simple type variable has exactly one datatype,,LSP-OP-Exact-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req617,A simple type variable has a data restriction,,LSP-OP-DP-PW-EN,https://git.onem2m.org/MAS/BaseOntology/r-aw/3_6_0/base_ontology.owl#
req618,A single option for applying a constraint to a party (of a specific role) should be defined.,,LSP-OP-Exact-EN,https://www.w3.org/ns/odrl/2/
req619,"It should be possible to define the target of a constraint inside a Permission, Prohibition or Duty: e.g. a constraint of human age applies to the Assignee, a constraint of play time applies to Assets (of type audio or video), etc.",,LSP-OP-EN,https://www.w3.org/ns/odrl/2/
req620,The current data model assumes a policy instance includes all required data explicitly. This should be extended to policy instances which include explicit data and variables for values which are defined by parameters provided by an access to this template.,,LSP-OP-EN,https://www.w3.org/ns/odrl/2/
req621,In addition to the existing identifiers of a policy means for expressing a version of this policy should specified.,,LSP-OP-DP-EN,https://www.w3.org/ns/odrl/2/
req622,It should be possible to define the price for duty/duties of payment for all permissions of a policy in a global way - while currently the payment duty must be defined for each permission individually.,,LSP-OP-DP-EN,https://www.w3.org/ns/odrl/2/
req623,"Extend the temporal constraints by setting a time reference, any period in the rightOperand refers to this point in time.",,LSP-OP-EN,https://www.w3.org/ns/odrl/2/
req624,For a relativeTimePeriod constraint the rightOperand has to provide a time period as value.,,LSP-OP-DP-PW-EN,https://www.w3.org/ns/odrl/2/
req625,"Being able to tie Permission, Prohibition, Duty, and Constraint entities together with an AND, OR or XOR relationship",,LSP-OP-EN,https://www.w3.org/ns/odrl/2/
req626,Being able to assign multiple individuals of type Party to a Group for which permissions/prohibitions/duties can be specified.,,LSP-OP-EN,https://www.w3.org/ns/odrl/2/
req627,Ability to link from a Policy or a Permission to the original (text-based) license.,,LSP-OP-EN,https://www.w3.org/ns/odrl/2/
req628,It should be possible to define policies of type Assertion.,,LSP-CD-EN,https://www.w3.org/ns/odrl/2/
req629,"An Assertion policy does not grant any permissions/prohibitions, but reflects policy terms that a party believes to have.",,LSP-OP-EN,https://www.w3.org/ns/odrl/2/
req630,What are the protocol parts?,"Medical consultation, clinical consultation and ecological assessment",LSP-CD-EN,http://www.demcare.eu/results/ontologies
req631,What types of data are collected during medical and clinical consultation?,Demographic data and clinical data,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req632,What types of demographic data are collected?,"Date of birth, gender, education level, laterality, weight",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req633,What is the gender information?,"Female, male",LSP-CD-EN,http://www.demcare.eu/results/ontologies
req634,What are the main types of education level?,"Basic education, higher education, ...",LSP-CD-EN,http://www.demcare.eu/results/ontologies
req635,What are the main types of laterality?,Right-handed and left handed,LSP-CD-EN,http://www.demcare.eu/results/ontologies
req636,What types of clinical data are collected?,"Diagnosis data, cognitive abilities assessment data, neuropsychiatric/mood assessment data, motricity abilities assessment data, autonomy assessment data",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req637,What are the types of diagnosis?,"Healthy, Alzheimer’s disease at predementia stage, Alzheimer’s disease at dementia stage",LSP-INST-SC-EN,http://www.demcare.eu/results/ontologies
req638,What types of cognitive abilities assessment data are collected?,"Mini- mental state exam (MMSE), frontal assessment battery (FAB), trail making test A and B, short cognitive battery, the free and cued selective reminding test",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req639,What data are collected for MMSE?,A [0-30]/30 score,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req640,What data are collected for FAB?,A [0-18]/18 score,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req641,What data are collected for the trail making test?,The number of seconds to complete the test,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req642,What data are collected for the short cognitive battery test?,"An orientation test score, a 5-word memory test score, a clock test score and a verbal fluency test score.",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req643,What data are collected for the free and cued selective reminding test?,A [0-48]/48 score,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req644,What types of neuropsychiatric/mood assessment data are collected?,"NPI, DSM-IV criteria for depression, apathy inventory (AI) and diagnostic criteria for apathy",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req645,What data are collected for NPI?,"Frequency (scale 1-4), severity (scale 1-3) and impact on care (scale 1-5)",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req646,What data are collected for DSM-IV criteria?,Absence/Presence,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req647,What data are collected for AI and diagnostic criteria for apathy?,Absence/Presence,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req648,What types of motricity abilities assessment data are collected?,Part III of the Unified Parkinson’s Disease Rating Scale (UPDRS) data,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req649,What data are collected for UPDRS?,"A scores [0-4]/4 for the set of subparts used (trampling when walking, trembling, rigidity, rising from a chair, posture, postural stability, gait, bradykinesia)",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req650,What types of autonomy assessment data are collected?,A [0-8]/8 score at Instrumental Activities of Daily Living for Elderly (IADL-E),LSP-OP-EN,http://www.demcare.eu/results/ontologies
req651,What types of steps does ecological assessment consist of?,"Directed, semi directed, and discussion with clinician",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req652,What are the types of directed tasks?,"physical directed tasks, vocal directed tasks",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req653,Which are the physical directed tasks?,"Waking, counting backwards, walking and counting backwards",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req654,Which are the vocal directed tasks?,"Sentence repeating, articulation control",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req655,What is the nature of a directed task?,"Mono task, dual task",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req656,Which directed tasks are mono tasks?,"Walking, counting backwards",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req657,Which directed tasks are dual tasks?,Walking and counting backwards,LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req658,Which are the tasks of the semi-directed step?,"Water a plant, pay a bill, answer the phone, turn on TV, prepare hot tea, read an article, call the psychologist, leave the room, prepare the drugbox, ...",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req659,What are the types of tasks in the discussion with clinician step?,"Directed discussion tasks, free discussion tasks",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req660,Which are the directed discussion tasks?,"Questions about an article read, questions about the course of the semi directed tasks step",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req661,Which are the free discussion tasks?,"Verbal description of a picture, free discussion about a picture",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req662,What is assessed in the walking task?,"Gait, latency, stress level",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req663,What is assessed in the counting backwards task?,"Latency, stress level, cognitive and neuromuscular impairment",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req664,What is assessed in the walking and counting backwards task?,"Gait, latency, stress level, cognitive and neuromuscular impairment (voice-based), mutual influence of cognitive activity on motor activity",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req665,What is assessed in the sentence repeating task?,"Latency, stress level, cognitive and neuromuscular impairment",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req666,What is assessed in the articulation control task?,"Latency, stress level, neuromuscular impairment in speech production mechanism",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req667,What is assessed in the tasks of the semi-directed protocol step?,"Cognitive abilities, ability to organize efficiently several activities, functional abilities, stress level",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req668,What is assessed in the tasks of the discussion with clinician step?,"Affective state, interaction, cognitive and neuromuscular impairment)",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req669,What data are measured for gait assessment?,"Dynamic balance, step length, stopping displacement, walking speed, walking speed instantaneous",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req670,What data are measured for dynamic balance?,A [0-5]/5 score,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req671,What data are measured for step length?,Distance in meters,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req672,What data are measured for walking speed?,Speed in meters/sec,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req673,What data are measured for walking speed instantaneous?,Speed in meters/sec,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req674,What data are measured for stopping displacement?,Number of stops during task execution,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req675,What data are measured for latency?,Time in seconds,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req676,What data are measured for stress?,Time-stamped skin conductance intensity,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req677,What data are measured for cognitive and neuromuscular assessment?,Voice-based cognitive and neuromuscular indicators,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req678,What data are measured for affective state assessment?,Voice-based affective indicators,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req679,What data are measured for interaction assessment?,Voice-based interaction indicators,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req680,What data are measured for neuromuscular impairment in speech production mechanism?,Voice-based speech production indicators,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req681,What data are measured for cognitive abilities assessment?,"Status (completed/omitted/incomplete), number of repetitions and duration, for each of the activities comprising the semi-directed step",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req682,What data are measured for organizational efficiency assessment?,Participant’s trajectory in the experimentation room and total distance walked,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req683,What data are measured for functional abilities assessment?,Hand trajectories during activity execution,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req684,What functional areas are of clinical relevance for the home and nursing home environments?,"Sleep, activities of daily living (ADL), social interaction, exercise and mood",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req685,How are the statistics and identified problematic situations about the monitored functional areas reported to the clinician?,"In the form of daily, weekly and monthly summary reports.",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req686,What types of questionnaires are administered for self-assessment?,"The PSQI and Epworth Sleepiness Scale questionnaires for sleep assessment, questionnaires for mood assessment",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req687,What activities (situations) are of clinical interest with respect to sleep?,"Night sleep (entire sleep episode), napping during the day, awakening in the midst of the sleep episode, leaving the bed (bed exit), visiting the bathroom, visiting rooms other than the bathroom, sleep apneas, periodic limb movements and micro-arousals.",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req688,What information is of clinical interest regarding night sleep?,"Retiring time, bed time, sleep time, and wake up time",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req689,What information is of clinical interest regarding a nap?,Start time and duration,LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req690,What information is of clinical interest regarding an awakening?,Start time and duration of awakening,LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req691,What information is of clinical interest regarding a bed exit?,"Start time, duration, visited locations (e.g. kitchen) and activities performed (e.g. having a snack)",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req692,What information if of clinical interest regarding a night bathroom visit?,Start time and duration,LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req693,What information is clinically relevant for sleep assessment?,"Sleep latency, sleep efficiency, number of arousals at night, number of awakenings at night, number of bed exits, number of night bathroom visits, number of sleep apneas, number of periodic limb movements, number of naps during the day, total duration of naps, self assessed sleep quality (via questionnaires)",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req694,What sleep-related situations indicate a problem or possibly problematic behaviour that needs to be highlighted to the clinician?,"Sleep latency less than 30 minutes, sleep duration more than 7 hours, sleep efficiency less than 85%, bed exit with visit to rooms other than the bathroom, bed exit with attempt to leave the house, occurrence of more than 5 apneas, fragmented sleep (more than 2 awakenings at night), nocturia (more than 2 bathroom visits at night), periodic limb movements occurrence, napping after lunch, napping for more than 30 minutes and a score of 5 or higher during sleep self-assessment.",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req695,What activities (situations) are of clinical interest with respect to ADLs?,"Food/drink preparation and consumption activities (e.g. having meal, leaving the table, open/close fridge and kitchen presses, usage of kitchen appliances), housekeeping activities (e.g. do laundry, rubbish disposal), personal hygiene, falls, disorientation, ...",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req696,What information is of clinical interest regarding food and drink preparation?,"Start time and duration, activities involved in the preparation and their sequence (e.g. heating water in pot, adding pasta to pot)",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req697,What information is of clinical interest regarding food and drink consumption?,"Start time, duration, location, whether the PwD has left the table while eating, ...",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req698,What information is of clinical interest regarding housekeeping?,"Type of cleaning/maintenance activity, start time and duration",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req699,What information is of clinical interest regarding personal hygiene?,"Time spent in the bathroom, ...",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req700,What food and drink preparation-related situations indicate a problem or possibly problematic behaviour that needs to be highlighted to the clinician?,"Failure to prepare a meal, leaving fridge or cupboards open, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req701,What food and drink consumption-related situations indicate a problem or possibly problematic behaviour that needs to be highlighted to the clinician?,"Skipped meals, long duration of meals, eating in inappropriate locations, leaving table while eating, irregular eating patterns, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req702,What housekeeping-related situations indicate a problem or possibly problematic behaviour that needs to be highlighted to the clinician?,"Failure to engage in housekeeping activities (e.g. not doing the laundry or disposing of rubbish, not tidying up after meals)",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req703,What personal hygiene-related situations indicate a problem or possibly problematic behaviour that needs to be highlighted to the clinician?,failure to engage in personal hygiene,LSP-OP-EN,http://www.demcare.eu/results/ontologies
req704,What activities (situations) are of clinical interest with respect to social interaction?,"Face to face interaction, telephone interaction, ...",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req705,What information is clinically relevant for social interaction assessment?,"Number of people encountered per day, number of face to face interactions, number of telephone interactions, speed and speech volume, number of communicative attempts, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req706,What social interaction related situations indicate a problem or possibly problematic behaviour that needs to be highlighted to the clinician?,"Insufficient number of people encountered per day, insufficient speech utterances made per day, slow speech speed, low speech volume, speech irregularity, insufficient number of conversations had daily, lack of questioning utterances by the PwD, insufficient number of communicative attempts, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req707,What activities (situations) are of clinical interest with respect to physical activity?,"Indoors/outdoors incidental and dedicated physical activities (e.g. walking, running, cycling, ...)",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req708,What information is clinically relevant for walking?,"Walk speed, distance travelled, stride length, onset time, duration, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req709,What information is clinically relevant for dedicated physical activities (i.e. exercises)?,"Onset time, duration, exercise intensity, heart rate, repetitions...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req710,What information is clinically relevant for physical activity assessment?,"Frequency, duration, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req711,What physical activity related situations indicate a problem or possibly problematic behaviour that needs to be highlighted to the clinician?,"Inappropriate exercise duration, inappropriate exercise intensity, slow walk speed, late exercise onset times, abnormal heart rate,",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req712,What are the main types of entities?,"Persons, Objects and Places",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req713,What are the main categories a person may belong to?,"Person with dementia, carer, clinician",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req714,What are the main types of objects?,"Appliances (e.g. kettle, television), furniture (e.g. bed, kitchen table), daily living objects (e.g. plate, sink)",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req715,What are the main categories of places?,Indoors and outdoors,LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req716,What are the types of indoor place?,The individual house rooms (e.g. bedroom),LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req717,What are the main types of events?,"Events related to a person (i.e. activities and states), events related to physiological measurements, events related to ambient measurements, and events related to objects",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req718,What are the main types of information describing an event?,"The agent of the event (i.e. the referred person, object or room), start time, duration, and location (where applicable)",LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req719,What are the main categories of events?,Atomic (detected by WP3 and WP4 analysis components) and complex (derived through reasoning by WP5),LSP-OP-DP-EN,http://www.demcare.eu/results/ontologies
req720,What activities are detected?,"Eating, drinking, dialing a number, picking up the phone, walking, sleeping, speaking, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
